716	1078	2634	3904	5060	5308	5610	6142	6560	7387	7681	7760	8509	8592	9302	9872	10103	11987	12242	12913	13697	14297	15073	15747	16021	17003	18386	18753	18759	18843		1059.053
608	1326	1438	3281	3665	3692	5059	5092	5619	5908	5930	6361	7496	8085	8276	8486	9844	9910	11412	11987	12915	13289	14043	14045	14420	14743	15745	17303	18218	18759		1037.044
17	1306	4088	4275	4531	5059	5692	5758	7516	8106	9103	9404	10467	10610	10754	13015	13500	13517	13571	14045	14615	14759	15013	15747	16156	16339	17048	17288	18887	18946		971.641
589	608	1895	1949	2781	3541	3568	4943	5059	5328	8185	8483	8702	9101	9230	9264	9325	11796	11987	12038	13804	13980	14045	8757	15745	16539	16640	17995	18474	18759		915.923
1124	1012	2330	2334	2733	2781	3973	4746	5060	5570	5945	7549	7757	7765	9124	9325	10114	10234	10922	12183	13351	14045	15163	15346	15745	16168	16889	17763	17949	18003		962.409
556	1575	2226	3460	3816	3820	4300	4983	5059	5060	5570	5735	5841	9497	9639	9786	12194	13110	13583	13635	13864	14045	14233	4179	16413	17131	17258	18039	18759	18867		963.453
349	900	1078	1476	1537	3197	4526	4943	5059	5060	5544	5804	5809	6019	9185	9295	13083	13122	13763	14045	14506	8373	15649	15827	16738	17267	17376	18299	18638	18759		985.524
601	956	1559	2541	3426	3590	3616	3904	5059	5060	5132	5384	5999	7243	8760	8882	9857	10629	10882	11987	12202	15745	15761	15821	15837	7435	16640	16717	16866	18920		980.207
270	382	1709	2781	3556	3614	3739	5053	5059	5128	6699	6916	8284	8777	9237	9445	10330	7865	11987	13072	13176	14045	15019	15138	16221	17446	16302	18028	18312	18525		882.773
956	1047	1078	1202	2234	2787	5059	5978	7075	7976	7328	7516	3933	7760	7909	8544	9101	11918	12481	12916	13072	14045	14253	14445	15502	15745	15747	15924	17395	18003		1015.736
363	1513	2230	2609	4693	4974	4983	12724	5059	2790	7120	14623	7706	7760	10477	10492	11429	11987	12662	12690	12812	15747	15933	16717	17271	18425	17616	17886	18513	19068		928.938
354	575	1846	3348	3593	4543	4943	5060	5544	6128	6789	7094	7387	7760	8551	9342	9783	9786	10375	11987	13074	13370	14470	14668	15836	17039	17968	18424	18638	19071		927.398
885	2226	2817	3496	2941	3653	3739	3768	4299	4709	5059	5060	5478	5659	6335	6623	9786	9911	9958	10052	11696	13146	14045	13373	15374	15480	5149	16675	17255	18759		953.150
280	1424	2690	2781	2903	4574	5059	5781	5809	15583	6909	8177	8844	9449	9654	10082	11957	12433	14045	14073	14448	14467	14576	15087	15558	15745	16107	17021	1898	18856		959.358
937	1260	1078	1549	1987	3348	4725	4983	5059	5060	5544	6911	8472	8486	8629	8740	8916	9361	12457	13230	13469	14045	14256	14451	16384	16706	16948	17089	17350	18273		1007.055
367	4239	1078	3739	4715	2751	4983	5059	5264	6989	8528	8748	8797	9103	9323	10161	10758	10759	10905	11818	12922	13184	13242	13921	14045	14540	16123	16205	18385	18759		987.403
1197	1277	3758	4536	4943	4955	5053	5059	5516	6758	6850	7516	7611	9103	9325	4193	10449	10962	4525	11836	12720	12956	14045	15734	15747	16640	16673	16680	16899	18759		988.234
1052	1637	1649	2226	2781	3348	3399	4865	13465	5059	5181	6981	7067	7765	8250	8839	10250	10842	11987	12091	13072	13801	14045	14262	14884	14932	16545	16561	17146	18920		968.202
215	701	1273	1559	3195	3285	3326	3348	3774	3904	4753	4974	4997	7760	9314	10234	10754	10990	8793	13128	13142	13386	13994	15747	16238	16539	16880	18547	18577	18920		941.312
176	1655	1672	7452	2430	3348	4983	4997	5059	6900	6933	6347	613	8486	9502	10071	10316	16660	10419	11987	13072	14447	14726	14903	15651	15994	16435	17731	17574	17811		947.183
669	3484	3614	3791	4924	4955	4974	5053	5060	5282	5454	5615	7637	7718	8531	8607	8686	8882	12972	13097	13596	13705	14057	14422	15745	15941	17089	17472	18322	18868		1006.627
