42	281	454	468	521	975	2427	2933	3266	3274	3933	4768	4866	4868	5205	5320	5341	5580	5672	6067	6107	6595	6829	6975	7607	8173	8553	8579	8925	9482		 3.791
454	625	764	1247	1427	2369	2465	3120	3244	3785	3910	4056	4556	4814	4971	5126	5629	5672	5726	6669	6762	6822	6836	6871	7736	8564	8945	9006	9208	9466		 3.171
439	454	510	1094	1121	1276	1551	1913	2151	2245	2341	2941	3166	3677	3953	4614	5106	5882	6608	6807	6822	7063	7104	7793	8023	8247	8296	8812	8918	9331		 2.975
155	366	918	1315	1322	1943	2518	2549	2808	2899	3070	3145	3753	3997	4148	4414	4591	5668	5714	5993	6836	6841	7069	7499	7747	7997	8023	8714	8838	9446		 3.438
109	131	454	490	900	1029	1114	2695	2809	3266	3546	3704	3898	4056	4498	4519	4667	5823	6075	6465	6784	7069	7771	7885	8127	8720	9208	9212	9283	9446		 4.279
404	580	958	1029	1271	1740	2652	2810	3113	3620	3980	4056	4148	4290	4820	5081	5202	5842	5849	6317	6823	7078	7322	7368	7539	8199	8233	8435	9459	9483		 2.548
6	794	805	856	870	1533	2367	2369	2637	3148	3306	4749	4820	4906	5257	5296	5318	5606	5703	5866	7161	7200	7358	8072	8283	8289	8579	8632	8925	9208		 2.496
454	854	899	1121	1223	1247	1462	2369	3561	4056	4109	4528	4809	5254	5395	5418	5570	5672	5783	5808	5987	6160	7227	7368	7386	7569	8718	8838	8990	9023		 4.018
393	528	1034	1445	1470	1563	2369	3243	3338	3704	4148	4284	4614	4964	5037	5041	5226	5843	6196	6583	6681	6705	7065	7602	7838	7864	8065	8150	8579	9016		 3.199
77	155	289	326	590	1831	2127	2166	2245	2369	3363	3426	3556	3668	3761	4148	4614	5312	5386	5628	5823	6406	6435	8125	8220	8579	8892	9208	9346	9512		 3.924
155	454	855	1247	1698	1721	2127	2369	2412	2736	2910	2917	3244	4614	4723	4868	4961	5037	3171	5439	5470	5672	7227	7389	7612	8001	8487	8579	9209	9473		 3.776
445	478	993	1247	1337	1418	1831	1989	2003	2369	4214	4517	4576	4597	4614	4713	4802	4868	5422	5672	6247	6357	7268	7752	8207	8750	8838	9038	9425	9466		 5.477
155	251	386	1297	1769	2333	2369	2660	2899	3266	3384	3421	3715	3717	4556	4614	4813	4841	5318	5623	5823	6099	6669	6963	7581	7808	8579	8720	9475	9566		 3.798
250	391	407	994	1271	1392	1945	2142	1025	2369	2373	3762	3836	3937	4049	4148	4521	5176	5282	5557	5579	6286	6477	6903	6985	7789	8260	8579	8720	8956		 1.206
155	454	763	872	1164	1165	1247	2369	2525	2570	2864	2937	3329	3419	3678	4662	4820	5079	5359	5672	6134	6457	6521	6930	7199	7705	8708	8838	9170	9208		 3.185
414	1121	1395	1509	2235	2376	2951	3266	3615	3672	3813	4038	5037	5134	5400	5439	5550	5672	5840	6023	6034	6134	7313	8697	8755	8842	8860	8918	8925	9468		 2.587
219	482	6972	886	1323	1335	1854	1900	1979	2427	4148	4198	4219	4428	4455	4780	5829	6022	6762	6765	6856	7069	7605	8017	8107	8388	8579	8866	9064	9589		 2.445
194	634	639	914	7839	1247	1479	1533	1891	2369	2891	3165	3445	3523	4285	4614	4820	4931	5425	5441	5569	6137	6606	6705	6836	7105	8579	8838	9013	9415		 2.075
165	518	679	890	966	1121	5995	1336	1549	1792	2055	2095	2369	3924	3959	4019	4614	6032	6279	6522	7202	7666	8023	8066	8230	8567	8579	9017	9482	9545		 3.106
155	568	958	970	1247	1391	1419	1822	2026	2064	2280	2369	3011	4003	4051	4975	6184	6237	6430	6823	6831	6856	7110	7401	7445	8655	8838	9295	8273	9545		 2.205
82	410	454	907	958	965	977	1659	1858	2015	2368	3092	3866	4056	4110	4118	4517	4714	5158	6192	6573	7035	7147	7212	7346	7424	8003	8283	8859	9446		 3.081
155	183	555	817	1562	1941	2003	2369	3600	3755	4173	4339	4473	4614	5672	5696	6000	6127	6638	2000	6818	7092	7333	7833	8283	8474	8602	8720	9471	9475		 4.824
38	395	482	518	886	1268	1671	1838	2068	2651	3423	3676	3788	4038	4395	4542	4868	4945	5169	5384	6554	6560	6762	7430	8020	8872	8925	9344	9579	9612		 4.488
1	182	1023	1126	1212	1482	1854	1961	2369	2810	2853	3819	3876	4148	5071	5158	5181	5219	5964	6011	6958	7883	7986	7991	7998	8537	8579	8624	8720	8768		 2.373
155	367	600	661	1077	1459	2352	2369	3060	4148	4909	4915	4960	5203	5288	5681	6022	6262	6300	6556	6646	6836	7139	7256	7657	7754	7780	8838	9206	9333		 4.664
494	505	869	1285	1346	2142	2369	2972	3344	3627	4148	4429	4614	4906	5037	5061	5360	5522	5627	6144	6607	6618	6669	6902	7512	7620	8023	8579	8802	9330		 2.452
77	155	1114	1121	1217	1473	1833	2056	2369	2677	3160	4024	4148	4775	4928	5341	6127	6309	6421	6854	7348	7526	7717	7795	7809	7883	8003	8579	9295	9468		 2.424
155	195	542	802	815	1392	2362	3363	3979	4148	4273	4378	4778	4797	4868	4906	5036	5277	5823	6022	6127	6705	7417	7534	8023	974	8579	9040	9209	9346		 2.636
222	320	574	651	7693	1168	1583	2003	2369	3149	3423	3450	4582	4906	4948	5032	5440	5991	6272	6418	6560	6701	6796	7188	8009	8020	9048	9299	9340	9475		 7.679
155	454	472	639	1144	1247	1281	2036	2597	2660	2711	3463	3751	3995	5039	5060	5439	5672	6119	6183	6418	6690	6856	7088	7965	8388	8579	8777	9340	9475		 3.425
405	454	968	981	1110	1121	1361	1439	1969	2369	2501	3274	3347	3582	4868	5324	5570	5672	6127	6358	6796	6935	7157	7528	7784	8066	8579	8675	9006	9032		 1.845
56	813	1247	2019	2069	2133	2337	2369	2862	3246	3630	3881	3937	4075	4508	4589	5037	5672	7227	2960	8023	8400	8799	8825	8830	8871	8922	9209	9430	9556		 2.121
155	924	1123	1251	7969	1523	1847	2166	2526	3154	3842	4585	4718	4801	4820	4868	5205	5667	5672	5812	6190	6418	6669	7201	7574	8023	8565	8838	8969	9295		 3.033
841	1023	1110	1114	1121	1465	1560	1589	1839	2768	3005	3344	3643	3820	3936	4794	5143	5672	6354	6493	6705	8129	8150	8283	8302	8579	8824	8829	9148	9446		 2.794
155	212	248	482	1481	1682	1954	2132	2343	3179	3329	3810	3915	4148	4337	4779	4866	4960	5101	5154	5288	5442	6252	6949	7084	8918	9040	9112	9539	9599		 3.441
34	471	1114	1465	1576	2003	3429	3591	3912	4153	4339	4614	4887	4997	5106	5457	5605	6037	6280	7035	7953	8207	8341	8459	8534	8692	9040	9086	9458	9545		 2.941
32	454	490	494	965	1047	1121	1247	1378	2399	2484	2570	3038	3342	3554	3802	4967	5672	5743	6247	7117	7386	7544	8325	8605	8838	8966	9283	9303	9331		 3.463
415	605	1077	1114	1121	2124	2352	2369	2549	2691	2795	2900	3873	4148	4614	4736	4928	5041	5214	6977	7302	7325	7328	7348	7417	7814	8579	8606	9140	9482		 2.681
450	454	678	705	1138	1247	1335	1659	1695	1932	1952	2280	2369	4655	5106	5154	5350	5606	5810	5853	6193	6493	6762	6836	6913	7684	8388	8579	8726	9249		 2.314
518	784	1335	1439	1596	2019	2116	2369	3165	3175	3594	3697	3906	4583	4595	4857	5261	5672	6267	6598	6752	6978	6998	7417	7990	8283	8408	8887	9054	9482		 2.964
32	249	251	763	1019	1263	1470	1474	2143	2383	3922	4049	4148	4271	4365	4614	4796	4813	5578	6865	7083	7233	7288	7916	8576	8829	9188	9475	9556	9568		 4.492
251	742	815	942	958	1094	2783	3023	3266	3817	3852	4264	4731	4820	4868	4906	5672	5720	5905	6573	6823	7035	7115	7159	8190	8273	8497	8834	9468	9482		 2.122
32	109	236	473	502	714	1114	1193	1323	2145	2169	2282	2369	2605	2769	3340	4614	4911	5400	5483	5987	6418	6611	6705	4323	8720	8812	8897	9475	9604		 4.084
251	555	955	1088	1114	2553	2887	3613	3779	3922	4148	4610	4614	4893	5710	5723	5841	5848	5891	6579	6856	6987	7278	7994	9300	8356	8579	8925	9006	9228		 2.370
155	305	604	1046	1643	2014	2166	2282	2831	2862	2931	3486	3575	3932	4114	5058	5482	5672	5745	5956	6888	6932	7035	7574	7657	8045	8289	8412	9427	9615		 4.076
104	155	185	619	639	692	712	1773	2014	2166	2199	2405	2668	3676	3932	4377	4614	4801	5020	5435	6139	7069	8133	8196	8439	8521	8672	8842	9193	9482		 2.810
186	373	530	790	1357	1392	2044	2238	2369	2769	3238	3266	3860	4339	4603	4869	4906	6127	6762	6783	6868	6986	7078	7615	8003	8283	8579	8800	8925	9481		 2.206
169	237	454	1441	1444	1943	2019	2040	2347	2369	3290	4148	4946	5090	5439	5672	5779	6135	6435	7344	7438	8003	8283	8579	8700	8838	8856	9210	9482	9593		 3.586
155	1114	1193	1259	1389	1452	2070	2437	2471	2549	3087	3932	4056	4058	4473	4614	4949	4959	6049	6211	6871	6939	7417	7981	8243	8579	8720	9104	9470	9475		 2.830
396	482	855	986	1437	1555	1573	1866	8657	2545	2561	3091	3788	4038	4517	4614	5207	6057	6766	6977	7045	7068	7417	8012	8289	8579	9130	9331	9475	9482		 3.731
171	3516	430	865	875	1247	1940	2369	2681	3173	3909	4075	4301	4614	4885	5341	5926	6266	6638	7194	7265	7339	7389	7640	7806	8072	8106	8395	8878	9120		 4.352
104	155	773	975	993	1117	1121	1847	1938	2375	2990	3189	4232	4529	4614	4754	5275	5657	5823	5828	6645	6705	6836	6998	7069	8102	8579	8778	8783	8925		 2.548
155	529	894	1023	1728	1815	1854	2415	2496	3013	3420	3669	4148	4675	4740	4797	4868	4998	5205	5373	5823	6084	6139	6491	6786	7118	8579	8971	9243	9468		 1.399
155	249	413	1121	1522	1750	1871	2369	2768	3738	3999	4042	4614	4813	5107	5672	5777	5902	6692	6706	7212	7258	7981	8283	8326	8603	8842	8918	9283	9395		 4.181
146	454	683	1289	2275	2287	2369	2437	2604	3313	3552	3688	3723	3932	3965	4056	4440	4518	4614	5806	6492	6530	7212	7364	7368	7972	8356	8481	8780	9029		 1.525
315	454	891	1193	1247	1983	2174	2301	2369	2560	2844	3165	3166	3266	4868	4906	5672	6116	6147	6160	6334	7035	7126	7498	7547	8579	8838	8980	9383	9482		 3.610
155	536	914	1121	1247	1492	2320	2517	2564	2532	2688	3594	3766	4614	4687	4736	4868	5020	5101	5746	5749	6345	6431	6554	6705	7155	8283	8534	8842	9295		 2.267
77	155	197	651	855	1069	1958	2199	2254	2369	3425	3443	3602	3851	3908	4058	4148	5470	5620	6479	6966	7185	7100	7388	8073	8425	8672	9015	9468	9603		 5.924
155	372	437	690	1113	1121	2369	2549	2639	2825	3340	4038	4529	4614	5252	5639	5777	2528	6017	6127	7093	7134	7830	8019	8283	8468	8577	8579	8838	9446		 2.187
155	249	315	546	1297	2127	2369	2370	3425	4148	4813	4829	4841	4931	5333	5341	5570	5801	6184	6491	6590	6834	6836	7302	7348	7417	7682	9363	9562	9599		 4.078
155	524	833	1241	1289	1854	1946	1973	1992	2055	2369	2700	2799	3060	3266	4339	4444	5478	5490	5823	6433	6977	7035	8066	8210	8435	8720	8726	8838	8842		 3.136
136	155	251	540	1025	1247	1280	3597	2268	2352	2369	2397	2736	2766	4541	4614	4803	5037	5696	6010	6856	8303	8360	8407	8702	8846	9013	9098	9482	9545		 2.048
412	471	763	1242	1247	2185	2452	2109	2962	3006	3643	3756	4148	4428	4736	4948	5672	6053	6177	6373	6896	7417	8235	8556	8579	8821	8980	9001	9216	9475		 4.841
448	641	1257	1617	2799	2922	3043	3181	3810	3860	4112	4227	4614	4808	4850	5037	6014	6492	6688	6821	6856	7164	7211	8065	8356	8889	8897	9132	9295	9429		 1.761
7993	454	542	679	881	1593	2368	2369	2632	2913	3265	3343	4148	4339	4571	4601	4614	5001	6674	7164	7178	7280	7348	7539	7637	8662	8838	9331	9389	9562		 2.589
1070	1121	1222	1392	9412	2066	2369	2375	2695	2736	3078	3333	4806	4828	5542	5570	5672	5823	6711	7045	7227	7348	7418	7507	7613	8479	8579	8838	9209	9331		 2.828
91	208	448	774	976	1120	1229	1990	2118	2396	2402	2549	3213	4614	5543	5652	6205	6295	6565	6596	7047	7227	8112	8393	8579	8825	8838	8925	9356	9520		 2.488
305	629	1121	1129	1411	1706	1854	1915	2112	2369	3266	3950	4083	4693	4820	4997	5092	5106	5823	6485	6530	6654	7035	7061	7343	8353	8585	8838	9208	9492		 2.348
155	241	833	1114	1121	1936	2239	2247	2333	2369	3112	3537	3571	3658	4038	4148	4195	4258	4590	5202	5823	5936	6654	6753	8501	8579	8842	9057	9064	9539		 2.136
155	854	896	958	1093	1191	1247	2245	2369	3151	3836	4148	4502	4554	4590	4820	5309	5672	5769	5967	7201	6669	7265	7286	7652	8232	8283	8602	8812	9473		 3.405
67	1213	1847	2607	2794	3043	3107	3244	3847	3932	4248	4446	4558	4562	4906	5396	5453	5458	6338	6536	6669	6856	4736	6966	6978	8579	8580	8854	8939	9208		 3.435
